#group,false,false,true,true,false,false,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string
#default,last,,,,,,,,,,
,result,table,_start,_stop,_time,_value,ID,_field,_measurement,host,topic
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:14.84Z,22,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:15.86Z,23,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:16.84Z,24,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:17.85Z,25,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:18.84Z,26,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:19.86Z,27,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:20.84Z,28,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:21.85Z,29,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:22.85Z,30,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:23.85Z,31,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:24.9Z,32,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:25.85Z,33,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:26.85Z,34,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:27.85Z,35,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:28.87Z,36,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:29.86Z,37,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.4Z,17,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.41Z,22,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.43Z,39,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.44Z,41,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.49Z,56,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.52Z,85,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.56Z,102,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.57Z,118,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.61Z,135,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.62Z,147,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.64Z,164,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.65Z,166,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.67Z,183,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.68Z,186,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.71Z,203,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.72Z,211,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.74Z,231,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.77Z,251,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.81Z,268,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.82Z,276,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.84Z,293,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.85Z,298,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.87Z,315,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.88Z,318,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.92Z,347,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.95Z,364,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.96Z,366,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:30.98Z,384,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.02Z,404,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.05Z,424,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.08Z,442,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.12Z,459,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.13Z,468,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.15Z,485,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.16Z,489,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.18Z,506,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.19Z,510,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.22Z,525,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.23Z,529,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.25Z,546,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.26Z,548,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.28Z,565,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.29Z,568,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.33Z,590,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.35Z,607,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.36Z,609,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.38Z,626,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.39Z,627,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.43Z,651,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.46Z,668,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.47Z,670,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.5Z,690,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.53Z,707,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.54Z,712,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.57Z,729,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.58Z,733,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.6Z,752,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.64Z,772,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.67Z,790,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.7Z,808,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.74Z,825,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.75Z,828,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.77Z,842,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.78Z,849,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.84Z,862,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.85Z,879,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.86Z,892,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.87Z,909,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.88Z,910,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.93Z,927,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.94Z,944,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.95Z,948,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:31.98Z,969,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.01Z,986,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.02Z,991,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.05Z,1011,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.08Z,1028,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.09Z,1032,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.15Z,1070,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.17Z,1087,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.18Z,1088,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.2Z,1105,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.21Z,1106,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.26Z,1141,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.29Z,1158,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.3Z,1161,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.36Z,1201,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.38Z,1218,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.39Z,1225,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.42Z,1231,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.43Z,1243,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.46Z,1262,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.48Z,1279,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.49Z,1282,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.52Z,1299,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.53Z,1302,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.56Z,1323,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.58Z,1340,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.59Z,1343,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.62Z,1362,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.68Z,1396,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.69Z,1402,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.72Z,1428,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.77Z,1445,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.78Z,1455,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.8Z,1473,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.86Z,1487,144,vote,votes,11dfbebbbbc4,mqtt_spammer
,,1,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T20:49:32.88Z,1513,144,vote,votes,11dfbebbbbc4,mqtt_spammer
